model_name,attack_type,total,yes_count,uncertain_count,success_rate,success_variance,ci95_low,ci95_high,risk_0_ratio,risk_1_ratio,risk_2_ratio,risk_3_ratio,risk_4_ratio
deepseek-r1:1.5b,unknown,210,2,205,0.009523809523809525,0.00943310657596372,0.002615669387409439,0.03405382802407793,0.004761904761904762,0.07142857142857142,0.8095238095238095,0.10952380952380952,0.004761904761904762
